session_id,driver,lap_number,corner,event_type,reason,timestamp,source
2023_Austrian_Grand_Prix_Race,NOR,0,Turn 10,RACE_CONTROL_MESSAGE,CAR 4 (NOR) TIME 1:10.826 DELETED - TRACK LIMITS AT TURN 10 (NEXT LAP),2023-07-02 13:46:44,RCM
2023_Austrian_Grand_Prix_Race,STR,33,Turn 10,RACE_CONTROL_MESSAGE,CAR 18 (STR) TIME 1:11.187 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:44:33,2023-07-02 13:47:04,RCM
2023_Austrian_Grand_Prix_Race,STR,0,Unknown,RACE_CONTROL_MESSAGE,BLACK AND WHITE FLAG FOR CAR 18 (STR) - TRACK LIMITS,2023-07-02 13:47:11,RCM
2023_Austrian_Grand_Prix_Race,STR,0,Turn 10,RACE_CONTROL_MESSAGE,CAR 18 (STR) TIME 1:11.045 DELETED - TRACK LIMITS AT TURN 10 (NEXT LAP),2023-07-02 13:48:15,RCM
2023_Austrian_Grand_Prix_Race,MAG,28,Turn 10,RACE_CONTROL_MESSAGE,CAR 20 (MAG) TIME 1:12.254 DELETED - TRACK LIMITS AT TURN 10 LAP 28 15:38:50,2023-07-02 13:48:17,RCM
2023_Austrian_Grand_Prix_Race,MAG,0,Turn 10,RACE_CONTROL_MESSAGE,CAR 20 (MAG) TIME 1:12.188 DELETED - TRACK LIMITS AT TURN 10 (NEXT LAP),2023-07-02 13:48:18,RCM
2023_Austrian_Grand_Prix_Race,OCO,38,Turn 9,RACE_CONTROL_MESSAGE,CAR 31 (OCO) TIME 1:11.585 DELETED - TRACK LIMITS AT TURN 9 LAP 38 15:50:24,2023-07-02 13:51:48,RCM
2023_Austrian_Grand_Prix_Race,MAG,42,Turn 9,RACE_CONTROL_MESSAGE,CAR 20 (MAG) TIME 1:10.416 DELETED - TRACK LIMITS AT TURN 9 LAP 42 15:55:47,2023-07-02 13:59:46,RCM
2023_Austrian_Grand_Prix_Race,MAG,43,Turn 10,RACE_CONTROL_MESSAGE,CAR 20 (MAG) TIME 1:10.631 DELETED - TRACK LIMITS AT TURN 10 LAP 43 15:57:01,2023-07-02 13:59:49,RCM
2023_Austrian_Grand_Prix_Race,MAG,0,Unknown,RACE_CONTROL_MESSAGE,BLACK AND WHITE FLAG FOR CAR 20 (MAG) - TRACK LIMITS,2023-07-02 13:59:58,RCM
2023_Austrian_Grand_Prix_Race,TSU,47,Turn 10,RACE_CONTROL_MESSAGE,CAR 22 (TSU) TIME 1:10.496 DELETED - TRACK LIMITS AT TURN 10 LAP 47 16:01:54,2023-07-02 14:04:59,RCM
2023_Austrian_Grand_Prix_Race,TSU,48,Turn 10,RACE_CONTROL_MESSAGE,CAR 22 (TSU) TIME 1:10.008 DELETED - TRACK LIMITS AT TURN 10 LAP 48 16:03:04,2023-07-02 14:05:41,RCM
2023_Austrian_Grand_Prix_Race,SAR,54,Turn 10,RACE_CONTROL_MESSAGE,CAR 2 (SAR) TIME 1:10.001 DELETED - TRACK LIMITS AT TURN 10 LAP 54 16:09:48,2023-07-02 14:12:48,RCM
2023_Austrian_Grand_Prix_Race,SAR,0,Turn 10,RACE_CONTROL_MESSAGE,CAR 2 (SAR) TIME 1:10.337 DELETED - TRACK LIMITS AT TURN 10 (NEXT LAP),2023-07-02 14:12:48,RCM
2023_Austrian_Grand_Prix_Race,SAR,57,Turn 9,RACE_CONTROL_MESSAGE,CAR 2 (SAR) TIME 1:10.084 DELETED - TRACK LIMITS AT TURN 9 LAP 57 16:13:15,2023-07-02 14:13:32,RCM
2023_Austrian_Grand_Prix_Race,SAR,0,Unknown,RACE_CONTROL_MESSAGE,BLACK AND WHITE FLAG FOR CAR 2 (SAR) - TRACK LIMITS,2023-07-02 14:14:11,RCM
2023_Austrian_Grand_Prix_Race,OCO,58,Turn 10,RACE_CONTROL_MESSAGE,CAR 31 (OCO) TIME 1:09.972 DELETED - TRACK LIMITS AT TURN 10 LAP 58 16:14:26,2023-07-02 14:17:56,RCM
2023_Austrian_Grand_Prix_Race,OCO,0,Unknown,RACE_CONTROL_MESSAGE,BLACK AND WHITE FLAG FOR CAR 31 (OCO) - TRACK LIMITS,2023-07-02 14:18:01,RCM
2023_Austrian_Grand_Prix_Race,MAG,57,Turn 9,RACE_CONTROL_MESSAGE,CAR 20 (MAG) TIME 1:14.147 DELETED - TRACK LIMITS AT TURN 9 LAP 57 16:13:33,2023-07-02 14:21:29,RCM
2023_Austrian_Grand_Prix_Race,TSU,62,Turn 10,RACE_CONTROL_MESSAGE,CAR 22 (TSU) TIME 1:10.698 DELETED - TRACK LIMITS AT TURN 10 LAP 62 16:19:34,2023-07-02 14:24:00,RCM
2023_Austrian_Grand_Prix_Race,NOR,64,Turn 10,RACE_CONTROL_MESSAGE,CAR 4 (NOR) TIME 1:09.658 DELETED - TRACK LIMITS AT TURN 10 LAP 64 16:20:35,2023-07-02 14:25:09,RCM
2023_Austrian_Grand_Prix_Race,VER,65,Turn 10,RACE_CONTROL_MESSAGE,CAR 1 (VER) TIME 1:08.878 DELETED - TRACK LIMITS AT TURN 10 LAP 65 16:21:04,2023-07-02 14:25:37,RCM
2023_Austrian_Grand_Prix_Race,VER,0,Turn 10,RACE_CONTROL_MESSAGE,CAR 1 (VER) TIME 1:08.601 DELETED - TRACK LIMITS AT TURN 10 (NEXT LAP),2023-07-02 14:25:38,RCM
2023_Austrian_Grand_Prix_Race,PER,61,Turn 9,RACE_CONTROL_MESSAGE,CAR 11 (PER) TIME 1:09.188 DELETED - TRACK LIMITS AT TURN 9 LAP 61 16:17:01,2023-07-02 14:25:51,RCM
2023_Austrian_Grand_Prix_Race,PER,0,Unknown,RACE_CONTROL_MESSAGE,BLACK AND WHITE FLAG FOR CAR 11 (PER) - TRACK LIMITS,2023-07-02 14:25:59,RCM
